map_place_id,user_name,updated_timestamp,place_name,place_address,city,country,tags,geolocation_latitude,geolocation_longitude,geolocation_altitude,geolocation_radius,number_of_recommendation_total,url_google_maps,id,owner_user_id,opening_periods.monday,opening_periods.tuesday,opening_periods.wednesday,opening_periods.thursday,opening_periods.friday,opening_periods.saturday,opening_periods.sunday,recommendations_category.PENDING,recommendations_category.SKIPPED,recommendations_category.NOT_RECOMMENDED,recommendations_category.RECOMMENDED_UNCATEGORIZED,recommendations_category.RECOMMENDED_FOR_BUSINESS,recommendations_category.RECOMMENDED_FOR_FAMILY,recommendations_category.RECOMMENDED_FOR_DATE,recommendations_category.RECOMMENDED_FOR_MYSELF,recommendations_category.RECOMMENDED_FOR_FRIENDS,categories_friends.PENDING,categories_friends.SKIPPED,categories_friends.NOT_RECOMMENDED,categories_friends.RECOMMENDED_UNCATEGORIZED,categories_friends.RECOMMENDED_FOR_BUSINESS,categories_friends.RECOMMENDED_FOR_FAMILY,categories_friends.RECOMMENDED_FOR_DATE,categories_friends.RECOMMENDED_FOR_MYSELF,categories_friends.RECOMMENDED_FOR_FRIENDS
3405891,B. Petrov,2024-09-26T13:14:35.212194,Bella Napoli - Gijsbrecht van Amstel,"Johan de Wittstraat, 45, Hilversum, NL, 1215 HV.",Hilversum,NL,Italian cuisine,52.2231124,5.1761024,0,0,52,https://maps.google.com/?cid=3405891221385207412,25478055,102,"[{'open': 1800, 'close': 2400}]",[],"[{'open': 1800, 'close': 2400}]","[{'open': 1800, 'close': 2400}]","[{'open': 1800, 'close': 2400}]","[{'open': 1800, 'close': 2400}]","[{'open': 1800, 'close': 2400}]",0,0,0,0,0,5,0,0,0,[],[],[],[],[],"[{'uuid': '6aadf5ff-9511-4353-a229-8d487eaef12b', 'display_name': 'Ivan', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[]
5364482,John,2024-09-28T14:10:59.666333,Bellevue Diner,"Charles St, No:9, Bellevue, US, 98005",Bellevue,US,restaurant,47.610378,-122.200676,0,0,5,https://maps.google.com/?cid=23456289237124576,24566292,336,"[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2200}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
5892015,B. Pathak,2025-12-15T10:45:28.555982,OSTO,"Rivermede Road, 78, Toronto, CA, M3J 2S9.",Toronto,CA,cafe,43.706204,-79.4838728,0,0,20,https://maps.google.com/?cid=3382567339822133766,55943875,282,"[{'open': 800, 'close': 2200}]",[],"[{'open': 800, 'close': 2200}]","[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2400}]","[{'open': 800, 'close': 2400}]","[{'open': 900, 'close': 2300}]",0,0,0,10,0,0,2,0,0,[],[],[],"[{'uuid': '38e61ded-9b44-31ae-9d46-ec745acfded1', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],[],"[{'uuid': '556fe2cf-8949-4487-9edf-9a3a98af1h30', 'display_name': 'Sara', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],[]
4752584,James,2023-10-16T08:45:32.564931,LETO,"Christmas Market, 19, Berlin, DE, 10203.",Berlin,DE,cafe,52.5206459,13.4097793,0,0,12,https://maps.google.com/?cid=1486598472629519375,15893206,207,"[{'open': 800, 'close': 2000}]",[],[],"[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2300}]","[{'open': 850, 'close': 2300}]","[{'open': 950, 'close': 2200}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
3892918,James,2025-07-02T18:25:30.554215,Sam's,"Sevenam Street, 20, Oslo, NO, 0468.",Oslo,NO,"cafe, pub",59.9220973,10.7609927,0,0,34,https://maps.google.com/?cid=21375926372853392841,24897652,137,"[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2200}]","[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2300}]","[{'open': 0, 'close': 1200}, {'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2200}, {'open': 0, 'close': 1200}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
4567890,Sebastian,2024-01-10T17:11:23.736155,La Piazzetta,"Corso Umberto I, 10, Napoli, IT, 80138",Napoli,IT,"pizzeria, trattoria",40.842987,14.252984,0,0,35,https://maps.google.com/?cid=10345678901234567890,98765432,771,"[{'open': 1900, 'close': 2200}]","[{'open': 1900, 'close': 2300}]","[{'open': 1900, 'close': 2300}]","[{'open': 1900, 'close': 2200}]","[{'open': 1900, 'close': 2300}]","[{'open': 0, 'close': 2400}]","[{'open': 1300, 'close': 2000}, {'open': 0, 'close': 100}]",0,0,0,0,0,0,5,0,0,[],[],[],[],[],[],[],[],[]
3429081,L. Green,2024-05-17T18:45:09.289173,Bistro Le Corail,"Bellevue Str, 14, Berlin, DE, 10711",Berlin,DE,bistro,52.4952087,13.3091732,0,0,10,https://maps.google.com/?cid=34503988224941544981,31740050,137,"[{'open': 1800, 'close': 2345}]",[],[],"[{'open': 1800, 'close': 2345}]","[{'open': 1200, 'close': 1430}, {'open': 1800, 'close': 2345}]","[{'open': 1200, 'close': 1430}, {'open': 1800, 'close': 2345}]","[{'open': 1200, 'close': 1430}, {'open': 1800, 'close': 2345}]",0,0,0,0,0,2,0,0,3,[],[],[],[],[],[],[],[],"[{'uuid': '678fd3de-9674-4b72-a1c5-6e5698272c30', 'display_name': 'Lisa', 'type': 'PERSON', 'number_of_recommendations': 3}]"
3827362,Rahul,2022-07-15T14:28:30.178342,Pasta Cibo*,"Trent Bridge, 2, Nottingham, UK, 4411 NG.",Nottingham,UK,italian,52.9411153,-1.1541032,0,0,5,https://maps.google.com/?cid=93271674941541226,72355116,771,"[{'open': 1730, 'close': 2330}]",[],[],"[{'open': 1730, 'close': 2330}]","[{'open': 1330, 'close': 1800}, {'open': 1930, 'close': 2330}]","[{'open': 1330, 'close': 1800}, {'open': 1930, 'close': 2330}]","[{'open': 1330, 'close': 1800}, {'open': 1930, 'close': 2330}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
52316,B. Smith,2024-07-15T22:32:38.982365,Tratoria Roma,"Via Lepanto, 89, Rome, IT, 00192",Rome,IT,pizzeria,41.9076436,12.4575671,10,10,25,https://maps.google.com/?cid=4563889774785677636,24113368,336,[],[],"[{'open': 1800, 'close': 2300}]","[{'open': 1800, 'close': 2300}]","[{'open': 1800, 'close': 2300}]","[{'open': 1200, 'close': 1500}, {'open': 1800, 'close': 2300}]","[{'open': 1200, 'close': 1500}]",0,0,0,7,0,8,0,0,10,[],[],[],"[{'uuid': '21781178-64db-3f69-cf77-30d64c7f439b', 'display_name': 'David', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[],[],"[{'uuid': '915ce3cf-8559-4037-8eda-4d3b90af0d20', 'display_name': 'Marco', 'type': 'PERSON', 'number_of_recommendations': 1}]"
618401,J. D. Doe,2022-07-15T12:10:40.011490,South Star Bistro,"Leslie Avenue, 54, Vancouver, CA, 7235 KE.",Vancouver,CA,"bistro, bar",49.28273,-123.120735,0,0,68,https://maps.google.com/?cid=4310963850216973158,21546789,137,[],[],[],[],[],[],[],0,0,0,0,1,1,0,0,0,[],[],[],[],"[{'uuid': '270cd8ef-3275-4b51-b907-8e971ce034a9', 'display_name': 'Sam', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[],[]
9524842,N. Jordan,2024-05-11T15:23:13.124680,Bistro Liberté,"Quai Voltaire, 8, Paris, FR, 75007.",Paris,FR,"bistro, french cuisine",48.8473153,2.3291499,0,0,45,https://maps.google.com/?cid=11445763298415878391,19759312,558,"[{'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2300}]","[{'open': 1000, 'close': 2300}]","[{'open': 1100, 'close': 2400}]","[{'open': 1100, 'close': 2200}]",0,0,0,10,0,15,7,0,13,[],[],[],"[{'uuid': '1274e0ef-322b-4929-8bb7-84792a23a319', 'display_name': 'Emma', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': '7421k3e4-577d-4796-b4ab-8321fb32b20b', 'display_name': 'Lucas', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],"[{'uuid': '1274e0ef-322b-4929-8bb7-84792a23a319', 'display_name': 'Emma', 'type': 'PERSON', 'number_of_recommendations': 5}, {'uuid': 'a78d5276-c750-5577-a6b3-905cf331bc1f', 'display_name': 'Charlotte', 'type': 'PERSON', 'number_of_recommendations': 6}]","[{'uuid': '1274e0ef-322b-4929-8bb7-84792a23a319', 'display_name': 'Emma', 'type': 'PERSON', 'number_of_recommendations': 3}]",[],"[{'uuid': 'ef98ja21-7504-4697-ab57-f98214a04b4c', 'display_name': 'Sophie', 'type': 'PERSON', 'number_of_recommendations': 5}]"
3457621,B. Hamilton,2024-10-20T20:35:27.213456,Rabbit and Grill,"Riverside Drive, 86, Los Angeles, US, 90005.",Los Angeles,US,"cafe, diner",34.052235,-118.243683,0,0,2,https://maps.google.com/?cid=7999024112498017380,15249528,558,"[{'open': 1700, 'close': 2200}]","[{'open': 1700, 'close': 2200}]","[{'open': 1700, 'close': 2300}]","[{'open': 1700, 'close': 2300}]","[{'open': 1800, 'close': 2300}]","[{'open': 1100, 'close': 1600}, {'open': 1800, 'close': 2300}]","[{'open': 1200, 'close': 1600}, {'open': 1800, 'close': 2200}]",0,0,0,0,1,1,0,0,0,[],[],[],[],"[{'uuid': '605df3ab-9369-4075-9a5a-5d3a96bf0d25', 'display_name': 'Bob', 'type': 'PERSON', 'number_of_recommendations': 1}]","[{'uuid': '705ef3cf-9349-4040-9cda-5d3b96bf0d20', 'display_name': 'Alice', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[]
3187563,Z. Ahmed,2024-08-12T21:45:13.345267,Blue Goose,"Harrison Ave, 3, Boston, US, 02215.",Boston,US,cafe,42.342865,-71.100213,0,0,4,https://maps.google.com/?cid=9427955591481472952,16327643,207,"[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2200}]","[{'open': 1500, 'close': 2230}]","[{'open': 1500, 'close': 2230}]","[{'open': 1500, 'close': 2230}]","[{'open': 1500, 'close': 2200}]",0,0,0,2,0,0,0,0,2,[],[],[],"[{'uuid': '695be4df-8656-4070-9ecb-5d2c90bf0e19', 'display_name': 'Zack', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[],[],"[{'uuid': '695be4df-8656-4070-9ecb-5d2c90bf0e19', 'display_name': 'Zack', 'type': 'PERSON', 'number_of_recommendations': 1}]"
3982586,B. Rashidi,2024-04-25T18:20:55.767824,City Bakery,"West Elm Street, 185, Chicago, US, 60302.",Chicago,US,"cake_shop, eatery",41.8795255,-87.6244212,0,0,4,https://maps.google.com/?cid=4675861920270098402,24593217,569,"[{'open': 1, 'close': 1}]","[{'open': 1, 'close': 1}]","[{'open': 1, 'close': 1}]","[{'open': 1, 'close': 1}]","[{'open': 1, 'close': 1}]","[{'open': 1, 'close': 1}]","[{'open': 1, 'close': 1}]",0,0,0,2,0,1,0,0,1,[],[],[],"[{'uuid': 'd26e9389-257c-4516-b58b-d4c2ee34070f', 'display_name': 'Reza', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': 'c6629019-8983-4b3c-bf20-1c708f343602', 'display_name': 'Sara', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],"[{'uuid': '5e27dbcf-18d2-4191-9f35-6a4e2a3039e7', 'display_name': 'Amir', 'type': 'PERSON', 'number_of_recommendations': 1}]"
4589621,B. Sadiq,2024-06-15T02:23:40.218259,Resonance,"East 20th Street, 256, San Francisco, US, 94103.",San Francisco,US,"pub, concert_hall",37.7609,-122.435063,0,0,8,https://maps.google.com/?cid=1488355712167853147,24786431,388,"[{'open': 0, 'close': 30}, {'open': 1800, 'close': 2300}]","[{'open': 0, 'close': 30}, {'open': 1800, 'close': 2300}]","[{'open': 0, 'close': 30}, {'open': 1800, 'close': 2300}]","[{'open': 0, 'close': 30}, {'open': 1800, 'close': 2300}]","[{'open': 0, 'close': 30}, {'open': 1800, 'close': 2400}]","[{'open': 0, 'close': 30}, {'open': 1800, 'close': 2400}]","[{'open': 1800, 'close': 2300}, {'open': 0, 'close': 30}]",0,0,0,2,3,0,1,0,2,[],[],[],"[{'uuid': '675de2df-8968-4e47-8fda-5f2c90bf1d30', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 1}]","[{'uuid': '15ae6dec-7b30-4244-a78b-4d9fc6a66d68', 'display_name': 'Talia', 'type': 'PERSON', 'number_of_recommendations': 2}]",[],"[{'uuid': '96b9b40e-76fd-4c3e-bb9b-4e9c6bfdc456', 'display_name': 'Mike', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '675de2df-8968-4e47-8fda-5f2c90bf1d30', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '47bc6dae-8c21-4245-a75a-4d9fc7a69d68', 'display_name': 'Jake', 'type': 'PERSON', 'number_of_recommendations': 1}]"
7413268,L. Browning,2022-04-27T04:32:43.897482,The Eastgate,"East 10th Street, 815, Los Angeles, US, 90021.",Los Angeles,US,bar,34.040014,-118.237761,0,0,3,https://maps.google.com/?cid=13428295864845738888,27603895,282,[],[],"[{'open': 1600, 'close': 2200}]","[{'open': 1600, 'close': 2200}]","[{'open': 1600, 'close': 2300}]","[{'open': 1130, 'close': 1430}, {'open': 1600, 'close': 2300}]","[{'open': 1130, 'close': 1600}]",0,0,0,1,1,0,0,0,1,[],[],[],"[{'uuid': '8197dbc1-88ad-4f6b-907e-852401fbd15c', 'display_name': 'Liam', 'type': 'PERSON', 'number_of_recommendations': 1}]","[{'uuid': 'f207495e-76b6-4342-8a9a-741b8b5ab057', 'display_name': 'Ethan', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[],"[{'uuid': '8197dbc1-88ad-4f6b-907e-852401fbd15c', 'display_name': 'Liam', 'type': 'PERSON', 'number_of_recommendations': 1}]"
3256124,Ben,2024-10-22T18:14:15.925819,Kura,"West 25th Street, 234, San Francisco, US, 94103",San Francisco,US,cafe,37.7261807,-122.4789261,0,0,2,https://maps.google.com/?cid=37867250472527304862,26902152,336,"[{'open': 900, 'close': 1800}]","[{'open': 900, 'close': 1800}]","[{'open': 900, 'close': 1800}]","[{'open': 900, 'close': 1800}]","[{'open': 900, 'close': 1900}]","[{'open': 1000, 'close': 1900}]",[],0,0,0,0,0,1,1,0,0,[],[],[],[],[],[],[],[],[]
7845296,John,2024-07-20T08:22:30.456782,Cafe Rozella,"Broadway Street, 221, San Francisco, US, 94133.",San Francisco,US,"cafe, bakery",37.7988534,-122.4075502,0,0,3,https://maps.google.com/?cid=14528926314502848294,29002384,137,"[{'open': 700, 'close': 2100}]","[{'open': 700, 'close': 2100}]","[{'open': 700, 'close': 2100}]","[{'open': 700, 'close': 2100}]","[{'open': 700, 'close': 2100}]","[{'open': 700, 'close': 2100}]","[{'open': 700, 'close': 2100}]",0,0,0,0,1,1,1,0,0,[],[],[],[],[],[],[],[],[]
7142857,B. Mehrabani,2024-09-14T19:17:39.457421,Maison de la Truffe,"Square Thiers, 16, Paris, FR, 75116.",Paris,FR,bistro,48.865633,2.321236,0,0,13,https://maps.google.com/?cid=17614879327853981419,26174892,102,"[{'open': 1200, 'close': 2300}]","[{'open': 1200, 'close': 2300}]","[{'open': 1200, 'close': 2300}]","[{'open': 1200, 'close': 2300}]","[{'open': 1200, 'close': 2400}]","[{'open': 1200, 'close': 2400}]","[{'open': 1200, 'close': 2300}]",2,1,0,0,5,1,3,1,2,[],[],[],[],[],[],"[{'uuid': '784ad7fc-1812-4500-9e3d-5d5f91a52054', 'display_name': 'Fatemeh', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '784ad7fc-1812-4500-9e3d-5d5f91a52054', 'display_name': 'Fatemeh', 'type': 'PERSON', 'number_of_recommendations': 1}]"
769543,Emma,2022-11-08T16:30:05.785430,Luigi's Authentic Pasta Italian Cuisine,"Queen Victoria Street, 34B, London, UK, EC4N 4SJ.",London,UK,italian restaurant,51.5118,-0.0906,0,0,45,https://maps.google.com/?cid=16253597656945298451,12057430,771,"[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1100, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2200}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
8730152,B. Johnson,2026-07-17T19:00:15.015727,Bistro Paris,"Rue de Rivoli, 78, Paris, FR, 75001.",Paris,FR,bistro,48.859,2.352,0,0,92,https://maps.google.com/?cid=20451234735001088580,70190560,336,"[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2300}]","[{'open': 900, 'close': 2300}]","[{'open': 1000, 'close': 2300}]","[{'open': 1000, 'close': 2300}]",0,0,0,50,0,10,8,0,15,[],[],[],"[{'uuid': '558d879e-3240-4d9b-b191-856153f1535e', 'display_name': 'Amelia', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '827d5ab4-f2f1-460a-86f2-1810b31c1fa1', 'display_name': 'Charles', 'type': 'PERSON', 'number_of_recommendations': 3}, {'uuid': 'b8349379-f563-4a69-a776-a006c84509ee', 'display_name': 'Linda', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '827d5ab4-f2f1-460a-86f2-1810b31c1fa1', 'display_name': 'Charles', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '4e5f8eb1-b5f6-4fc7-8259-a861f695f58f', 'display_name': 'Joseph', 'type': 'PERSON', 'number_of_recommendations': 1}]","[{'uuid': '349d897d-1dd7-4b8d-af78-144be8599ef8', 'display_name': 'Isabella', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '396ce6df-7558-4036-9eda-4d3b90bf0d30', 'display_name': 'William', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '349d897d-1dd7-4b8d-af78-144be8599ef8', 'display_name': 'Isabella', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': 'cd7f9ba7-c387-416f-82fe-981001de4f43', 'display_name': 'Oliver', 'type': 'PERSON', 'number_of_recommendations': 1}]"
6253210,Chloe,2022-07-11T12:30:45.738992,Barista's Delight,"Broadway, 2050, New York, US, 10002.",New York,US,cafe,40.712776,-74.005974,0,0,15,https://maps.google.com/?cid=17984436457953753926,21089275,282,"[{'open': 500, 'close': 1100}, {'open': 1400, 'close': 2100}]","[{'open': 500, 'close': 1100}, {'open': 1400, 'close': 2100}]","[{'open': 500, 'close': 1100}, {'open': 1400, 'close': 2100}]","[{'open': 500, 'close': 1100}, {'open': 1400, 'close': 2100}]","[{'open': 500, 'close': 1100}, {'open': 1400, 'close': 2100}]","[{'open': 600, 'close': 1200}, {'open': 1400, 'close': 2000}]","[{'open': 600, 'close': 1200}, {'open': 1400, 'close': 2000}]",2,1,0,3,3,2,2,1,1,[],[],[],[],[],[],[],[],[]
78943,B. Flint,2024-06-15T15:30:30.858215,Morales Cafe & Bistro,"Morales Street, 235, Rome, IT, 00187",Rome,IT,cafe,41.9047,12.4964,0,0,3,https://maps.google.com/?cid=13581239127810537470,20960472,102,"[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1300, 'close': 2300}]","[{'open': 1200, 'close': 2400}]","[{'open': 1200, 'close': 2400}]","[{'open': 1200, 'close': 2300}]",0,0,0,0,0,1,0,1,1,[],[],[],[],[],"[{'uuid': '730ac6f8-4a33-4857-8d9a-c7b6defa3342', 'display_name': 'Sophia', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],"[{'uuid': '2449ea9b-3bdb-4b08-8b62-5d31ea1a3cb7', 'display_name': 'John', 'type': 'PERSON', 'number_of_recommendations': 1}]"
9274631,Emily,2024-05-25T18:47:00.974890,Bistro Bruxelles,"Avenue de la Chasse, 78B, Brussels, BE, 1040.",Brussels,BE,cafe,50.8391452,4.3738976,0,0,2,https://maps.google.com/?cid=9256977029512278919,24930852,334,[],"[{'open': 1800, 'close': 2200}]","[{'open': 1800, 'close': 2200}]","[{'open': 1800, 'close': 2200}]","[{'open': 1800, 'close': 2300}]","[{'open': 1800, 'close': 2300}]",[],0,0,0,0,0,0,0,1,1,[],[],[],[],[],[],[],[],[]
2384720,Mia,2025-07-10T15:45:22.679100,Parisian Bistro,"Saint Martine, 20, Paris, FR, 75009.",Paris,FR,"restaurant, nightlife, bar",48.884831,2.341038,0,0,13,https://maps.google.com/?cid=19380404555752389741,24689107,137,"[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2000}]","[{'open': 900, 'close': 2200}]","[{'open': 1000, 'close': 2200}]","[{'open': 1000, 'close': 2000}]",0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[]
383762,B. Greenberg,2024-03-17T19:13:45.241569,Burger Joint,"Central Square, 44E, New York, US, 10010.",New York,US,fast food,40.712776,-74.005974,0,0,257,https://maps.google.com/?cid=1190308589064976278,65782984,334,"[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1000, 'close': 2100}]","[{'open': 1200, 'close': 2000}]",0,0,0,150,0,0,5,79,0,[],[],[],"[{'uuid': '74bf911b-6a5a-4a07-8a6b-5a1b3ec11c78', 'display_name': 'Eric', 'type': 'PERSON', 'number_of_recommendations': 2}, {'uuid': '9bfe908e-6c2d-4732-a0c0-e31906be131f', 'display_name': 'Samuel', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],"[{'uuid': '5e6ea519-dc67-468c-a423-c7a0ec826769', 'display_name': 'Benjamin', 'type': 'PERSON', 'number_of_recommendations': 1}]","[{'uuid': '74bf911b-6a5a-4a07-8a6b-5a1b3ec11c78', 'display_name': 'Eric', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': 'd0b6c3f3-bb9e-4a61-8d9c-caf6b941c3e4', 'display_name': 'Jack', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '5e6ea519-dc67-468c-a423-c7a0ec826769', 'display_name': 'Benjamin', 'type': 'PERSON', 'number_of_recommendations': 1}]",[]
3894251,D. Salazar,2024-05-21T09:32:31.647108,Seven Berries,"Broadway Street, 24, Yates County, US, 14527.",Yates County,US,"cafe, deli",42.6606,-77.0537,0,0,3,https://maps.google.com/?cid=18970736546980178112,621947233,282,"[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]",0,0,0,0,1,0,0,0,1,[],[],[],[],[],[],[],[],"[{'uuid': '378bd1e2-6931-4f56-9db4-868c403b7017', 'display_name': 'Carlos', 'type': 'PERSON', 'number_of_recommendations': 1}]"
3278730,J. Abram,2024-08-21T02:44:36.576322,Le Baguette,"West Ashland Street, 240, Chicago, US, 60622.",Chicago,US,"bakery, cafe",41.89607,-87.670194,0,0,3,https://maps.google.com/?cid=9372635286769275230,253367232,102,"[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 0, 'close': 300}, {'open': 700, 'close': 2300}]","[{'open': 0, 'close': 400}, {'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}, {'open': 0, 'close': 400}]",0,0,0,0,0,1,1,0,1,[],[],[],[],[],"[{'uuid': '303ad3bs-6193-4647-4cda-3d3k98ap0d33', 'display_name': 'Kyle', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],"[{'uuid': '780fd2mm-1243-5783-hfkc-2r4e65tb9s24', 'display_name': 'Lana', 'type': 'PERSON', 'number_of_recommendations': 2}]"
7258941,D. Elsuwe,2024-01-15T15:35:47.128912,Lumiere,"1600 Amphitheatre Parkway, Mountain View, CA, 94043, USA.",Mountain View,USA,restaurant,37.422,-122.084,0,0,4,https://maps.google.com/?cid=13074277684033788973,762193056,336,[],[],[],[],[],[],[],0,0,0,1,0,0,2,0,1,[],[],[],"[{'uuid': '7f993136-1a3d-4d27-b995-d9390c24d5b2', 'display_name': 'Jensen', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],"[{'uuid': '584dc1af-7368-4397-b721-4a3b38af0c18', 'display_name': 'Nina', 'type': 'PERSON', 'number_of_recommendations': 1}, {'uuid': '28bc8eac-7b10-4564-b63b-2d2fc4b72d48', 'display_name': 'Yara', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],"[{'uuid': '534ce3cf-3453-4227-8fda-3b3b20af0d19', 'display_name': 'Mila', 'type': 'PERSON', 'number_of_recommendations': 1}]"
839572,B. Johnson,2024-04-08T13:45:23.516214,La Pergola,"Via del Corso, 75, Rome, IT, 00186.",Rome,IT,restaurant,41.9028,12.4964,0,0,105,https://maps.google.com/?cid=81539755103276541,671302876,334,"[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]",0,0,0,65,0,20,10,10,0,[],[],[],"[{'uuid': '734ad2ea-6167-4d6b-95b9-6c52f9ab3c10', 'display_name': 'Carla', 'type': 'PERSON', 'number_of_recommendations': 7}]",[],"[{'uuid': '734ad2ea-6167-4d6b-95b9-6c52f9ab3c10', 'display_name': 'Carla', 'type': 'PERSON', 'number_of_recommendations': 13}]","[{'uuid': '734ad2ea-6167-4d6b-95b9-6c52f9ab3c10', 'display_name': 'Carla', 'type': 'PERSON', 'number_of_recommendations': 5}]","[{'uuid': '734ad2ea-6167-4d6b-95b9-6c52f9ab3c10', 'display_name': 'Carla', 'type': 'PERSON', 'number_of_recommendations': 5}]",[]
3562891,J. Smith,2024-09-07T18:33:45.785736,Leo's Deli San Francisco Downtown,"Fisherman's Wharf, 300, San Francisco, US, 94113 CA.",San Francisco,US,"deli, grocery, cafe, store",37.8083006,-122.4171043,0,0,210,https://maps.google.com/?cid=8754337198629056001,785392714,282,"[{'open': 700, 'close': 1900}]","[{'open': 700, 'close': 1900}]","[{'open': 700, 'close': 1900}]","[{'open': 700, 'close': 1900}]","[{'open': 700, 'close': 1900}]","[{'open': 800, 'close': 1900}]","[{'open': 800, 'close': 1900}]",0,0,0,0,3,0,0,0,0,[],[],[],[],"[{'uuid': '885b03ff-4323-4873-a383-1f8573f41120', 'display_name': 'Emily', 'type': 'PERSON', 'number_of_recommendations': 1}]",[],[],[],[]
